date_time,buyer,price,volume,liquidity_taker
01/07/22 11:35,Trader 1,116.04,86.0,0.0
01/07/22 11:36,Trader 2,112.26,48.0,0.0
01/07/22 11:39,Trader 1,116.56,67.0,0.0
01/07/22 11:40,,117.75,215.0,1.0
01/07/22 11:40,Trader 4,114.61,203.0,0.0
01/07/22 11:44,Trader 4,116.19,210.0,0.0
01/07/22 11:44,Trader 2,112.0,47.0,0.0
01/07/22 11:46,Trader 1,114.94,146.0,0.0
01/07/22 11:46,Trader 3,114.82,128.0,0.0
01/07/22 11:48,Trader 4,115.41,174.0,
01/07/22 11:51,Trader 2,,59.0,0.0
01/07/22 11:51,Trader 3,113.45,97.0,1.0
01/07/22 11:56,Trader 3,114.75,134.0,1.0
01/07/22 11:58,Trader 2,111.09,51.0,
01/07/22 11:58,Trader 1,117.76,116.0,1.0
01/07/22 11:59,Trader 2,111.49,46.0,1.0
01/07/22 12:06,Trader 3,115.24,,1.0
01/07/22 12:08,Trader 1,115.05,107.0,1.0
01/07/22 12:09,Trader 1,114.15,,0.0
01/07/22 12:10,Trader 1,115.17,109.0,0.0
01/07/22 12:11,Trader 2,112.09,43.0,1.0
01/07/22 12:16,Trader 3,114.97,133.0,1.0
01/07/22 12:17,Trader 3,116.09,193.0,0.0
01/07/22 12:17,Trader 3,116.67,70.0,0.0
01/07/22 12:17,,117.64,75.0,1.0
01/07/22 12:18,Trader 2,113.14,41.0,1.0
01/07/22 12:19,Trader 3,114.73,86.0,1.0
01/07/22 12:21,Trader 1,115.7,98.0,1.0
01/07/22 12:21,Trader 2,111.67,36.0,0.0
01/07/22 12:22,Trader 4,116.93,186.0,0.0
01/07/22 12:23,Trader 2,112.21,54.0,1.0
,Trader 1,114.87,99.0,1.0
01/07/22 12:24,Trader 2,112.55,59.0,1.0
01/07/22 12:28,Trader 3,114.98,90.0,1.0
01/07/22 12:28,Trader 1,115.99,111.0,0.0
01/07/22 12:29,Trader 3,117.12,85.0,1.0
01/07/22 12:32,Trader 1,115.77,105.0,
01/07/22 12:34,Trader 4,115.13,231.0,
01/07/22 12:35,Trader 4,115.01,210.0,0.0
01/07/22 12:36,Trader 1,116.1,109.0,0.0
01/07/22 12:39,Trader 4,114.89,181.0,0.0
01/07/22 12:39,Trader 4,115.59,175.0,1.0
01/07/22 12:39,Trader 1,115.75,95.0,0.0
01/07/22 12:41,Trader 2,110.94,40.0,1.0
01/07/22 12:44,Trader 2,112.01,65.0,1.0
01/07/22 12:44,Trader 1,113.78,134.0,1.0
01/07/22 12:46,Trader 1,114.19,86.0,0.0
01/07/22 12:52,Trader 4,115.62,191.0,0.0
01/07/22 12:53,Trader 3,117.52,171.0,1.0
01/07/22 12:55,Trader 4,115.02,197.0,0.0
01/07/22 12:55,Trader 4,117.19,190.0,0.0
01/07/22 13:04,Trader 1,114.45,87.0,0.0
01/07/22 13:05,Trader 2,112.1,37.0,1.0
01/07/22 13:06,Trader 2,112.38,53.0,0.0
01/07/22 13:09,Trader 2,111.03,,1.0
01/07/22 13:10,Trader 4,114.41,173.0,1.0
01/07/22 13:11,Trader 4,114.15,210.0,0.0
01/07/22 13:12,Trader 1,115.0,107.0,0.0
01/07/22 13:12,Trader 2,112.57,,1.0
01/07/22 13:13,Trader 4,115.79,225.0,0.0
01/07/22 13:14,Trader 2,114.5,40.0,1.0
01/07/22 13:15,Trader 2,113.63,41.0,0.0
01/07/22 13:19,Trader 3,116.92,128.0,1.0
01/07/22 13:19,Trader 1,114.38,137.0,1.0
01/07/22 13:21,Trader 4,117.35,209.0,0.0
01/07/22 13:23,Trader 2,110.09,55.0,1.0
01/07/22 13:29,Trader 2,111.56,43.0,0.0
01/07/22 13:29,Trader 1,115.41,91.0,0.0
01/07/22 13:32,Trader 4,116.84,216.0,0.0
01/07/22 13:34,Trader 3,114.97,141.0,1.0
01/07/22 13:35,,116.07,131.0,1.0
01/07/22 13:36,Trader 4,116.34,197.0,0.0
01/07/22 13:45,Trader 4,115.26,216.0,1.0
01/07/22 13:46,Trader 1,116.76,117.0,0.0
01/07/22 13:47,Trader 4,114.84,199.0,0.0
01/07/22 13:52,Trader 4,115.01,184.0,0.0
01/07/22 13:52,Trader 4,115.44,199.0,0.0
01/07/22 13:54,Trader 2,112.35,58.0,0.0
01/07/22 13:55,Trader 3,116.55,173.0,
01/07/22 13:55,Trader 3,115.77,107.0,1.0
01/07/22 14:03,Trader 2,112.02,64.0,1.0
01/07/22 14:03,Trader 3,115.06,51.0,0.0
01/07/22 14:06,Trader 2,113.33,55.0,1.0
01/07/22 14:08,Trader 2,110.74,57.0,1.0
01/07/22 14:12,Trader 4,115.77,222.0,0.0
01/07/22 14:16,Trader 1,114.9,128.0,0.0
01/07/22 14:19,Trader 2,110.51,59.0,0.0
01/07/22 14:21,Trader 2,111.62,44.0,1.0
01/07/22 14:25,Trader 2,113.59,46.0,1.0
01/07/22 14:26,Trader 2,111.45,42.0,0.0
01/07/22 14:27,Trader 3,116.46,158.0,0.0
01/07/22 14:27,Trader 4,116.16,209.0,0.0
,Trader 1,114.57,120.0,1.0
,Trader 1,114.76,138.0,0.0
,Trader 2,113.24,44.0,1.0
01/07/22 14:30,Trader 4,115.66,,0.0
01/07/22 14:33,Trader 3,115.72,111.0,1.0
01/07/22 14:34,Trader 2,110.76,66.0,0.0
01/07/22 14:36,Trader 3,115.27,107.0,
01/07/22 14:39,Trader 1,115.76,88.0,0.0
,,113.1,50.0,1.0
01/07/22 14:42,Trader 4,115.97,181.0,0.0
01/07/22 14:43,Trader 2,,47.0,1.0
01/07/22 14:44,Trader 2,112.61,49.0,0.0
01/07/22 14:48,Trader 1,114.54,87.0,1.0
01/07/22 14:48,Trader 1,115.18,141.0,0.0
01/07/22 14:50,Trader 4,115.95,214.0,0.0
01/07/22 14:50,Trader 4,115.05,166.0,0.0
01/07/22 14:52,Trader 2,113.42,51.0,0.0
01/07/22 14:54,Trader 3,114.99,147.0,1.0
01/07/22 14:56,Trader 2,112.05,54.0,0.0
01/07/22 15:00,Trader 3,115.25,94.0,1.0
01/07/22 15:00,,111.61,37.0,
01/07/22 15:01,Trader 1,116.51,89.0,0.0
,Trader 3,115.02,114.0,1.0
01/07/22 15:05,Trader 1,113.54,74.0,0.0
01/07/22 15:12,Trader 2,112.25,58.0,0.0
01/07/22 15:17,Trader 1,114.8,114.0,
01/07/22 15:19,Trader 4,116.33,241.0,0.0
01/07/22 15:20,Trader 1,116.21,85.0,0.0
01/07/22 15:21,Trader 1,114.56,103.0,0.0
01/07/22 15:22,Trader 3,115.62,69.0,0.0
01/07/22 15:22,Trader 2,111.88,42.0,0.0
01/07/22 15:24,Trader 1,114.64,63.0,0.0
01/07/22 15:25,Trader 2,112.01,44.0,1.0
01/07/22 15:27,Trader 2,,,1.0
,Trader 3,113.38,71.0,0.0
01/07/22 15:29,Trader 2,112.01,38.0,0.0
02/07/22 9:15,Trader 3,115.98,183.0,1.0
02/07/22 9:16,Trader 4,117.64,211.0,0.0
02/07/22 9:16,Trader 2,113.15,27.0,0.0
02/07/22 9:17,Trader 4,114.73,212.0,0.0
02/07/22 9:20,Trader 4,116.11,166.0,1.0
02/07/22 9:20,Trader 3,,152.0,1.0
02/07/22 9:22,Trader 4,115.08,165.0,0.0
02/07/22 9:26,Trader 1,115.71,131.0,1.0
02/07/22 9:27,Trader 4,116.05,183.0,0.0
02/07/22 9:28,Trader 2,111.98,52.0,0.0
02/07/22 9:29,Trader 1,115.43,112.0,0.0
02/07/22 9:35,Trader 4,,195.0,0.0
02/07/22 9:36,Trader 3,114.82,99.0,1.0
02/07/22 9:36,Trader 1,115.67,103.0,
02/07/22 9:38,,115.93,98.0,0.0
02/07/22 9:39,Trader 3,113.99,86.0,1.0
02/07/22 9:39,Trader 2,111.42,57.0,1.0
02/07/22 9:41,Trader 3,114.65,98.0,1.0
02/07/22 9:42,Trader 4,114.58,206.0,0.0
02/07/22 9:43,Trader 2,110.94,39.0,0.0
,Trader 2,112.82,67.0,
02/07/22 9:48,Trader 1,115.25,104.0,
02/07/22 9:49,Trader 2,110.5,50.0,1.0
02/07/22 9:56,Trader 3,115.02,177.0,1.0
02/07/22 9:56,Trader 3,116.26,116.0,1.0
02/07/22 9:57,Trader 4,116.56,177.0,0.0
02/07/22 10:01,Trader 4,114.73,213.0,0.0
02/07/22 10:02,Trader 4,115.76,172.0,0.0
02/07/22 10:04,Trader 2,111.25,28.0,0.0
02/07/22 10:05,Trader 2,110.81,49.0,0.0
02/07/22 10:09,Trader 3,114.06,,1.0
02/07/22 10:09,Trader 2,,61.0,1.0
02/07/22 10:10,Trader 3,115.26,127.0,0.0
02/07/22 10:10,Trader 1,115.18,92.0,1.0
02/07/22 10:10,Trader 2,112.1,49.0,1.0
02/07/22 10:12,Trader 3,115.5,166.0,
02/07/22 10:13,,115.34,97.0,0.0
02/07/22 10:13,Trader 3,113.9,92.0,1.0
02/07/22 10:13,Trader 4,116.09,172.0,0.0
02/07/22 10:13,Trader 4,116.51,195.0,0.0
,Trader 1,114.44,90.0,0.0
02/07/22 10:14,Trader 2,110.46,48.0,1.0
02/07/22 10:17,Trader 2,112.92,52.0,1.0
02/07/22 10:17,Trader 1,115.0,93.0,
02/07/22 10:21,Trader 1,116.03,89.0,1.0
02/07/22 10:22,Trader 1,116.08,89.0,0.0
02/07/22 10:23,Trader 3,114.99,133.0,1.0
02/07/22 10:25,Trader 1,114.36,96.0,0.0
02/07/22 10:27,Trader 3,113.8,19.0,0.0
02/07/22 10:32,Trader 4,116.07,,0.0
02/07/22 10:33,Trader 4,115.4,238.0,1.0
02/07/22 10:33,Trader 1,113.79,136.0,1.0
02/07/22 10:38,Trader 3,115.62,102.0,1.0
02/07/22 10:39,Trader 3,115.0,171.0,0.0
02/07/22 10:39,Trader 3,113.55,155.0,0.0
02/07/22 10:40,Trader 1,116.34,,0.0
02/07/22 10:40,Trader 3,116.8,95.0,1.0
02/07/22 10:40,Trader 4,115.08,196.0,0.0
02/07/22 10:41,,113.62,119.0,0.0
02/07/22 10:47,Trader 3,,103.0,1.0
02/07/22 10:49,Trader 4,114.96,236.0,0.0
02/07/22 10:52,Trader 2,113.61,48.0,1.0
02/07/22 10:53,Trader 4,116.35,201.0,0.0
02/07/22 10:56,Trader 3,114.62,194.0,1.0
02/07/22 10:58,Trader 3,114.89,156.0,1.0
02/07/22 11:05,Trader 2,112.23,64.0,1.0
02/07/22 11:05,Trader 3,112.46,129.0,1.0
02/07/22 11:06,Trader 3,116.6,90.0,1.0
,,115.54,105.0,1.0
02/07/22 11:09,Trader 4,115.38,220.0,0.0
02/07/22 11:09,Trader 2,111.76,51.0,0.0
02/07/22 11:10,Trader 1,,112.0,0.0
02/07/22 11:11,Trader 1,115.59,82.0,0.0
02/07/22 11:12,Trader 3,114.8,,0.0
02/07/22 11:13,Trader 1,116.26,116.0,1.0
02/07/22 11:13,Trader 2,112.26,54.0,1.0
02/07/22 11:14,Trader 1,115.27,113.0,1.0
02/07/22 11:14,Trader 1,113.99,95.0,0.0
02/07/22 11:15,Trader 2,113.07,44.0,0.0
,Trader 2,111.85,69.0,1.0
02/07/22 11:20,Trader 4,117.05,182.0,0.0
02/07/22 11:22,Trader 3,114.86,115.0,1.0
02/07/22 11:25,Trader 1,115.34,74.0,1.0
02/07/22 11:25,Trader 1,114.28,130.0,0.0
02/07/22 11:25,Trader 3,114.42,84.0,0.0
02/07/22 11:27,Trader 2,112.48,55.0,
02/07/22 11:31,Trader 1,116.55,83.0,0.0
02/07/22 11:32,Trader 1,115.06,103.0,0.0
,,114.09,95.0,1.0
02/07/22 11:34,Trader 4,,188.0,0.0
02/07/22 11:34,Trader 4,117.93,219.0,
02/07/22 11:35,Trader 3,114.06,142.0,1.0
02/07/22 11:35,Trader 1,116.76,95.0,1.0
02/07/22 11:39,Trader 4,116.38,206.0,1.0
02/07/22 11:39,Trader 3,114.57,73.0,1.0
02/07/22 11:39,Trader 4,116.3,179.0,0.0
02/07/22 11:41,Trader 1,116.41,134.0,0.0
02/07/22 11:43,Trader 4,115.74,213.0,0.0
02/07/22 11:44,Trader 1,115.85,92.0,0.0
02/07/22 11:47,Trader 3,,100.0,0.0
02/07/22 11:47,Trader 4,115.67,194.0,0.0
02/07/22 11:48,Trader 1,114.76,82.0,1.0
02/07/22 11:49,Trader 3,114.07,123.0,1.0
02/07/22 11:54,Trader 4,116.37,232.0,0.0
02/07/22 11:54,Trader 2,111.83,46.0,0.0
02/07/22 11:54,Trader 4,114.68,173.0,0.0
02/07/22 12:00,Trader 1,115.89,95.0,0.0
02/07/22 12:02,Trader 3,114.33,102.0,1.0
02/07/22 12:11,,115.75,109.0,0.0
02/07/22 12:11,Trader 4,116.85,214.0,0.0
02/07/22 12:11,Trader 4,115.96,,0.0
02/07/22 12:11,Trader 4,116.98,164.0,0.0
02/07/22 12:13,Trader 2,111.9,50.0,0.0
02/07/22 12:13,Trader 4,116.6,224.0,0.0
02/07/22 12:16,Trader 1,117.17,128.0,0.0
02/07/22 12:26,Trader 1,115.17,140.0,
02/07/22 12:29,Trader 1,116.39,,0.0
02/07/22 12:29,Trader 1,114.73,122.0,0.0
02/07/22 12:31,Trader 3,114.46,136.0,1.0
02/07/22 12:32,Trader 3,114.48,109.0,1.0
02/07/22 12:32,Trader 1,117.34,,
02/07/22 12:33,Trader 1,116.44,136.0,0.0
02/07/22 12:34,Trader 1,,81.0,1.0
02/07/22 12:38,Trader 4,116.96,190.0,0.0
02/07/22 12:43,Trader 1,113.63,108.0,1.0
02/07/22 12:48,Trader 2,111.2,68.0,1.0
02/07/22 12:49,Trader 2,110.27,53.0,1.0
02/07/22 12:51,Trader 3,116.54,108.0,1.0
02/07/22 12:53,Trader 1,115.78,88.0,1.0
02/07/22 12:54,Trader 1,115.02,133.0,0.0
02/07/22 12:57,Trader 1,115.57,64.0,0.0
02/07/22 12:58,Trader 3,114.06,125.0,1.0
02/07/22 12:58,Trader 1,115.71,82.0,0.0
02/07/22 12:59,Trader 2,112.16,82.0,0.0
02/07/22 13:02,Trader 4,116.94,225.0,1.0
02/07/22 13:03,Trader 2,110.08,62.0,1.0
02/07/22 13:03,Trader 2,112.9,44.0,1.0
02/07/22 13:03,,117.07,91.0,0.0
02/07/22 13:07,Trader 3,114.66,68.0,1.0
02/07/22 13:11,Trader 1,115.65,104.0,0.0
02/07/22 13:19,Trader 3,115.1,81.0,1.0
02/07/22 13:21,Trader 2,113.3,48.0,0.0
02/07/22 13:23,Trader 2,112.42,40.0,1.0
02/07/22 13:25,Trader 4,117.65,155.0,0.0
02/07/22 13:27,Trader 3,114.58,143.0,1.0
02/07/22 13:30,Trader 4,114.95,169.0,0.0
02/07/22 13:31,Trader 3,116.38,80.0,1.0
02/07/22 13:32,Trader 4,114.53,211.0,1.0
02/07/22 13:33,Trader 4,116.75,256.0,0.0
02/07/22 13:37,Trader 4,115.42,227.0,0.0
02/07/22 13:38,Trader 2,112.27,41.0,0.0
02/07/22 13:40,Trader 2,112.57,54.0,1.0
02/07/22 13:41,Trader 4,116.7,184.0,0.0
02/07/22 13:43,Trader 4,117.37,194.0,0.0
02/07/22 13:47,,114.58,98.0,0.0
02/07/22 13:48,Trader 2,112.21,49.0,1.0
02/07/22 13:48,Trader 4,116.1,196.0,0.0
02/07/22 13:51,Trader 3,114.3,118.0,0.0
02/07/22 13:51,Trader 2,114.02,51.0,1.0
02/07/22 13:54,Trader 1,116.32,106.0,0.0
02/07/22 13:59,Trader 4,115.78,211.0,0.0
02/07/22 14:03,Trader 1,115.42,74.0,1.0
02/07/22 14:05,Trader 1,115.63,113.0,1.0
02/07/22 14:11,Trader 2,,48.0,0.0
02/07/22 14:19,Trader 1,114.98,91.0,1.0
02/07/22 14:20,Trader 4,116.35,209.0,0.0
02/07/22 14:23,Trader 1,116.93,118.0,0.0
02/07/22 14:26,Trader 4,116.2,239.0,0.0
,Trader 1,116.39,122.0,0.0
02/07/22 14:35,Trader 3,,127.0,0.0
02/07/22 14:35,Trader 4,117.29,235.0,0.0
02/07/22 14:36,Trader 2,113.18,55.0,1.0
02/07/22 14:38,Trader 3,114.25,165.0,1.0
02/07/22 14:40,Trader 1,116.27,77.0,0.0
,Trader 3,115.74,136.0,1.0
02/07/22 14:42,Trader 2,112.02,56.0,0.0
02/07/22 14:42,Trader 2,109.72,59.0,0.0
02/07/22 14:48,Trader 1,114.91,91.0,0.0
02/07/22 14:49,Trader 3,,81.0,1.0
02/07/22 14:52,Trader 3,116.63,192.0,0.0
02/07/22 14:55,Trader 3,114.77,138.0,1.0
02/07/22 14:57,Trader 3,115.62,45.0,1.0
02/07/22 14:57,Trader 3,113.14,,1.0
02/07/22 15:03,Trader 1,116.58,93.0,0.0
02/07/22 15:04,Trader 2,111.92,32.0,0.0
02/07/22 15:06,Trader 4,115.13,201.0,0.0
02/07/22 15:08,Trader 1,114.49,103.0,0.0
02/07/22 15:11,Trader 3,115.97,88.0,1.0
02/07/22 15:11,Trader 4,115.54,191.0,
02/07/22 15:13,Trader 1,116.94,93.0,0.0
02/07/22 15:13,Trader 4,115.98,203.0,0.0
02/07/22 15:15,Trader 4,116.42,193.0,1.0
02/07/22 15:17,Trader 4,115.74,,1.0
02/07/22 15:20,Trader 4,116.82,206.0,0.0
02/07/22 15:23,Trader 1,115.75,72.0,0.0
02/07/22 15:24,Trader 3,114.89,116.0,1.0
02/07/22 15:24,Trader 2,112.14,52.0,0.0
02/07/22 15:24,Trader 2,111.82,51.0,1.0
02/07/22 15:24,Trader 4,116.88,188.0,0.0
02/07/22 15:29,Trader 1,114.5,102.0,0.0
03/07/22 9:16,,115.1,97.0,1.0
03/07/22 9:16,Trader 4,114.9,139.0,0.0
03/07/22 9:26,Trader 1,116.07,81.0,1.0
03/07/22 9:32,Trader 3,115.74,125.0,1.0
03/07/22 9:32,Trader 3,115.81,82.0,1.0
03/07/22 9:33,Trader 3,115.39,127.0,0.0
03/07/22 9:33,Trader 3,115.65,79.0,1.0
03/07/22 9:36,Trader 3,114.38,131.0,1.0
03/07/22 9:40,Trader 2,112.59,75.0,1.0
03/07/22 9:42,Trader 4,116.16,205.0,0.0
03/07/22 9:43,Trader 4,116.76,218.0,1.0
03/07/22 9:46,Trader 3,115.59,86.0,1.0
03/07/22 9:47,Trader 3,114.33,147.0,0.0
03/07/22 9:47,Trader 2,111.86,52.0,0.0
03/07/22 9:50,Trader 2,112.89,60.0,1.0
03/07/22 9:54,Trader 4,117.22,178.0,
03/07/22 9:57,Trader 3,115.56,53.0,1.0
03/07/22 9:58,Trader 2,111.35,33.0,1.0
03/07/22 9:58,Trader 4,118.22,211.0,
03/07/22 9:59,Trader 2,113.44,,1.0
03/07/22 9:59,Trader 2,110.92,50.0,0.0
03/07/22 9:59,Trader 1,115.45,102.0,
03/07/22 9:59,Trader 1,116.68,113.0,0.0
03/07/22 10:00,Trader 3,115.41,143.0,1.0
03/07/22 10:00,Trader 2,112.73,38.0,0.0
03/07/22 10:00,Trader 2,112.55,61.0,1.0
03/07/22 10:02,Trader 4,115.25,214.0,1.0
03/07/22 10:02,Trader 2,112.66,46.0,0.0
03/07/22 10:05,Trader 3,115.37,152.0,
03/07/22 10:07,Trader 4,116.86,197.0,1.0
03/07/22 10:14,Trader 4,116.9,202.0,
03/07/22 10:17,,116.65,208.0,0.0
03/07/22 10:19,Trader 1,114.55,115.0,
03/07/22 10:21,Trader 4,114.32,185.0,
03/07/22 10:21,,111.1,39.0,0.0
03/07/22 10:23,Trader 4,116.34,190.0,0.0
03/07/22 10:25,Trader 1,116.58,43.0,1.0
03/07/22 10:25,Trader 1,116.71,91.0,0.0
03/07/22 10:28,Trader 3,115.82,97.0,
03/07/22 10:29,Trader 4,116.29,,
03/07/22 10:29,Trader 4,114.42,164.0,0.0
03/07/22 10:36,Trader 3,114.71,163.0,1.0
03/07/22 10:36,Trader 2,113.85,30.0,0.0
03/07/22 10:40,Trader 3,112.98,145.0,
03/07/22 10:41,Trader 4,115.18,260.0,0.0
03/07/22 10:44,Trader 4,115.48,164.0,0.0
03/07/22 10:46,,114.45,109.0,0.0
03/07/22 10:46,Trader 2,113.87,40.0,0.0
03/07/22 10:46,Trader 1,116.3,102.0,0.0
03/07/22 10:47,Trader 3,114.69,134.0,1.0
03/07/22 10:48,Trader 4,116.68,170.0,
,Trader 1,118.09,121.0,0.0
03/07/22 10:52,Trader 1,115.46,92.0,0.0
03/07/22 10:52,Trader 3,115.19,109.0,1.0
03/07/22 10:53,Trader 1,115.72,89.0,0.0
03/07/22 10:53,Trader 3,111.95,91.0,1.0
03/07/22 10:53,Trader 3,114.32,155.0,0.0
03/07/22 10:57,Trader 3,114.55,125.0,1.0
03/07/22 10:58,Trader 2,112.55,58.0,1.0
03/07/22 11:02,Trader 3,114.79,19.0,0.0
03/07/22 11:07,Trader 1,116.3,109.0,1.0
03/07/22 11:07,Trader 1,115.2,121.0,
03/07/22 11:08,Trader 4,115.4,263.0,0.0
03/07/22 11:09,Trader 2,112.42,47.0,1.0
03/07/22 11:09,Trader 4,116.46,199.0,0.0
03/07/22 11:09,Trader 4,116.1,254.0,0.0
03/07/22 11:12,Trader 3,114.89,148.0,0.0
03/07/22 11:15,Trader 3,114.33,89.0,0.0
03/07/22 11:26,Trader 2,111.72,61.0,1.0
03/07/22 11:28,Trader 4,117.39,143.0,0.0
03/07/22 11:33,Trader 4,114.84,230.0,0.0
03/07/22 11:33,Trader 2,111.95,34.0,1.0
03/07/22 11:34,Trader 4,117.6,177.0,1.0
,Trader 1,,60.0,0.0
03/07/22 11:38,Trader 2,112.24,27.0,1.0
03/07/22 11:40,Trader 2,113.27,48.0,0.0
03/07/22 11:40,Trader 4,116.96,180.0,0.0
03/07/22 11:44,Trader 3,115.18,90.0,1.0
03/07/22 11:45,Trader 2,112.64,55.0,1.0
03/07/22 11:46,Trader 2,113.47,65.0,0.0
03/07/22 11:48,Trader 3,116.46,107.0,0.0
03/07/22 11:53,Trader 4,,199.0,0.0
03/07/22 11:56,Trader 3,113.63,50.0,1.0
03/07/22 12:00,Trader 4,116.9,240.0,1.0
03/07/22 12:01,Trader 3,114.22,94.0,0.0
03/07/22 12:02,Trader 4,115.81,188.0,0.0
03/07/22 12:03,Trader 3,,112.0,1.0
03/07/22 12:04,Trader 1,116.34,115.0,1.0
03/07/22 12:04,Trader 4,115.63,222.0,0.0
03/07/22 12:05,Trader 2,112.86,73.0,
03/07/22 12:09,Trader 2,113.22,70.0,1.0
03/07/22 12:11,Trader 2,111.74,48.0,0.0
03/07/22 12:12,Trader 4,118.74,204.0,0.0
03/07/22 12:12,,115.43,103.0,1.0
03/07/22 12:14,Trader 4,114.71,236.0,
03/07/22 12:16,Trader 2,114.19,34.0,0.0
03/07/22 12:17,Trader 2,112.28,20.0,1.0
03/07/22 12:18,Trader 1,116.26,103.0,0.0
03/07/22 12:19,Trader 2,110.96,57.0,0.0
03/07/22 12:20,Trader 1,115.72,81.0,1.0
03/07/22 12:21,Trader 4,,176.0,0.0
03/07/22 12:22,Trader 3,114.53,110.0,1.0
03/07/22 12:26,Trader 3,115.85,122.0,0.0
03/07/22 12:28,Trader 1,114.5,111.0,0.0
03/07/22 12:36,Trader 3,115.76,77.0,1.0
03/07/22 12:38,Trader 2,113.49,42.0,0.0
03/07/22 12:38,,117.66,208.0,1.0
03/07/22 12:38,Trader 2,111.21,51.0,1.0
03/07/22 12:39,Trader 3,113.71,169.0,1.0
03/07/22 12:41,Trader 3,113.9,168.0,1.0
03/07/22 12:41,Trader 1,115.92,86.0,1.0
03/07/22 12:41,Trader 1,115.91,108.0,0.0
03/07/22 12:43,Trader 4,115.99,203.0,
03/07/22 12:44,Trader 4,116.76,252.0,1.0
03/07/22 12:44,Trader 1,115.89,115.0,0.0
03/07/22 12:46,Trader 2,112.07,38.0,0.0
03/07/22 12:46,Trader 2,113.0,70.0,1.0
