,date_time,buyer,price,volume,liquidity_taker
106,2022-07-01 12:28:46,Trader 1,115.99,111,0
107,2022-07-01 12:29:29,Trader 3,117.12,85,1
108,2022-07-01 12:32:14,Trader 1,115.77,105,0
109,2022-07-01 12:34:01,Trader 4,115.13,231,0
110,2022-07-01 12:35:39,Trader 4,115.01,210,0
111,2022-07-01 12:36:49,Trader 1,116.1,109,0
112,2022-07-01 12:39:07,Trader 4,114.89,181,0
113,2022-07-01 12:39:11,Trader 4,115.59,175,1
114,2022-07-01 12:39:37,Trader 1,115.75,95,0
115,2022-07-01 12:41:05,Trader 2,110.94,40,1
116,2022-07-01 12:44:03,Trader 2,112.01,65,1
117,2022-07-01 12:44:07,Trader 1,113.78,134,1
118,2022-07-01 12:46:52,Trader 1,114.19,86,0
119,2022-07-01 12:52:39,Trader 4,115.62,191,0
120,2022-07-01 12:53:30,Trader 3,117.52,171,1
121,2022-07-01 12:55:00,Trader 4,115.02,197,0
122,2022-07-01 12:55:54,Trader 4,117.19,190,0
123,2022-07-01 13:04:15,Trader 1,114.45,87,0
124,2022-07-01 13:05:00,Trader 2,112.1,37,1
125,2022-07-01 13:06:27,Trader 2,112.38,53,0
126,2022-07-01 13:09:04,Trader 2,111.03,26,1
127,2022-07-01 13:10:26,Trader 4,114.41,173,1
128,2022-07-01 13:11:07,Trader 4,114.15,210,0
129,2022-07-01 13:12:33,Trader 1,115.0,107,0
130,2022-07-01 13:12:37,Trader 2,112.57,50,1
131,2022-07-01 13:13:57,Trader 4,115.79,225,0
132,2022-07-01 13:14:55,Trader 2,114.5,40,1
133,2022-07-01 13:15:03,Trader 2,113.63,41,0
134,2022-07-01 13:19:17,Trader 3,116.92,128,1
135,2022-07-01 13:19:59,Trader 1,114.38,137,1
136,2022-07-01 13:21:37,Trader 4,117.35,209,0
137,2022-07-01 13:23:19,Trader 2,110.09,55,1
138,2022-07-01 13:29:16,Trader 2,111.56,43,0
139,2022-07-01 13:29:34,Trader 1,115.41,91,0
140,2022-07-01 13:32:07,Trader 4,116.84,216,0
141,2022-07-01 13:34:18,Trader 3,114.97,141,1
142,2022-07-01 13:35:11,Trader 3,116.07,131,1
143,2022-07-01 13:36:26,Trader 4,116.34,197,0
144,2022-07-01 13:45:06,Trader 4,115.26,216,1
145,2022-07-01 13:46:25,Trader 1,116.76,117,0
146,2022-07-01 13:47:36,Trader 4,114.84,199,0
147,2022-07-01 13:52:43,Trader 4,115.01,184,0
148,2022-07-01 13:52:43,Trader 4,115.44,199,0
149,2022-07-01 13:54:15,Trader 2,112.35,58,0
150,2022-07-01 13:55:44,Trader 3,116.55,173,1
151,2022-07-01 13:55:48,Trader 3,115.77,107,1
152,2022-07-01 14:03:23,Trader 2,112.02,64,1
153,2022-07-01 14:03:44,Trader 3,115.06,51,0
154,2022-07-01 14:06:08,Trader 2,113.33,55,1
155,2022-07-01 14:08:26,Trader 2,110.74,57,1
156,2022-07-01 14:12:52,Trader 4,115.77,222,0
157,2022-07-01 14:16:27,Trader 1,114.9,128,0
158,2022-07-01 14:19:55,Trader 2,110.51,59,0
159,2022-07-01 14:21:07,Trader 2,111.62,44,1
160,2022-07-01 14:25:44,Trader 2,113.59,46,1
161,2022-07-01 14:26:16,Trader 2,111.45,42,0
162,2022-07-01 14:27:03,Trader 3,116.46,158,0
163,2022-07-01 14:27:43,Trader 4,116.16,209,0
164,2022-07-01 14:28:03,Trader 1,114.57,120,1
165,2022-07-01 14:29:04,Trader 1,114.76,138,0
166,2022-07-01 14:30:04,Trader 2,113.24,44,1
167,2022-07-01 14:30:30,Trader 4,115.66,197,0
168,2022-07-01 14:33:45,Trader 3,115.72,111,1
169,2022-07-01 14:34:32,Trader 2,110.76,66,0
170,2022-07-01 14:36:15,Trader 3,115.27,107,1
171,2022-07-01 14:39:23,Trader 1,115.76,88,0
172,2022-07-01 14:40:12,Trader 2,113.1,50,1
173,2022-07-01 14:42:36,Trader 4,115.97,181,0
174,2022-07-01 14:43:54,Trader 2,111.33,47,1
175,2022-07-01 14:44:17,Trader 2,112.61,49,0
176,2022-07-01 14:48:12,Trader 1,114.54,87,1
177,2022-07-01 14:48:59,Trader 1,115.18,141,0
178,2022-07-01 14:50:02,Trader 4,115.95,214,0
179,2022-07-01 14:50:05,Trader 4,115.05,166,0
180,2022-07-01 14:52:30,Trader 2,113.42,51,0
181,2022-07-01 14:54:53,Trader 3,114.99,147,1
182,2022-07-01 14:56:05,Trader 2,112.05,54,0
183,2022-07-01 15:00:03,Trader 3,115.25,94,1
184,2022-07-01 15:00:16,Trader 2,111.61,37,0
185,2022-07-01 15:01:01,Trader 1,116.51,89,0
186,2022-07-01 15:03:32,Trader 3,115.02,114,1
187,2022-07-01 15:05:41,Trader 1,113.54,74,0
188,2022-07-01 15:12:37,Trader 2,112.25,58,0
189,2022-07-01 15:17:44,Trader 1,114.8,114,0
190,2022-07-01 15:19:18,Trader 4,116.33,241,0
191,2022-07-01 15:20:29,Trader 1,116.21,85,0
192,2022-07-01 15:21:44,Trader 1,114.56,103,0
193,2022-07-01 15:22:07,Trader 3,115.62,69,0
194,2022-07-01 15:22:40,Trader 2,111.88,42,0
195,2022-07-01 15:24:31,Trader 1,114.64,63,0
196,2022-07-01 15:25:53,Trader 2,112.01,44,1
197,2022-07-01 15:27:37,Trader 2,111.91,51,1
198,2022-07-01 15:28:21,Trader 3,113.38,71,0
199,2022-07-01 15:29:06,Trader 2,112.01,38,0
200,2022-07-02 09:15:25,Trader 3,115.98,183,1
201,2022-07-02 09:16:23,Trader 4,117.64,211,0
202,2022-07-02 09:16:55,Trader 2,113.15,27,0
203,2022-07-02 09:17:42,Trader 4,114.73,212,0
204,2022-07-02 09:20:39,Trader 4,116.11,166,1
205,2022-07-02 09:20:43,Trader 3,117.11,152,1
206,2022-07-02 09:22:30,Trader 4,115.08,165,0
207,2022-07-02 09:26:51,Trader 1,115.71,131,1
208,2022-07-02 09:27:08,Trader 4,116.05,183,0
209,2022-07-02 09:28:33,Trader 2,111.98,52,0
210,2022-07-02 09:29:02,Trader 1,115.43,112,0
211,2022-07-02 09:35:14,Trader 4,117.89,195,0
212,2022-07-02 09:36:48,Trader 3,114.82,99,1
213,2022-07-02 09:36:50,Trader 1,115.67,103,1
214,2022-07-02 09:38:36,Trader 1,115.93,98,0
215,2022-07-02 09:39:00,Trader 3,113.99,86,1
216,2022-07-02 09:39:17,Trader 2,111.42,57,1
217,2022-07-02 09:41:29,Trader 3,114.65,98,1
218,2022-07-02 09:42:28,Trader 4,114.58,206,0
219,2022-07-02 09:43:49,Trader 2,110.94,39,0
220,2022-07-02 09:45:34,Trader 2,112.82,67,1
221,2022-07-02 09:48:12,Trader 1,115.25,104,1
222,2022-07-02 09:49:11,Trader 2,110.5,50,1
223,2022-07-02 09:56:19,Trader 3,115.02,177,1
224,2022-07-02 09:56:52,Trader 3,116.26,116,1
225,2022-07-02 09:57:39,Trader 4,116.56,177,0
226,2022-07-02 10:01:35,Trader 4,114.73,213,0
227,2022-07-02 10:02:45,Trader 4,115.76,172,0
228,2022-07-02 10:04:26,Trader 2,111.25,28,0
229,2022-07-02 10:05:05,Trader 2,110.81,49,0
230,2022-07-02 10:09:18,Trader 3,114.06,171,1
231,2022-07-02 10:09:46,Trader 2,109.62,61,1
232,2022-07-02 10:10:06,Trader 3,115.26,127,0
233,2022-07-02 10:10:19,Trader 1,115.18,92,1
234,2022-07-02 10:10:56,Trader 2,112.1,49,1
235,2022-07-02 10:12:57,Trader 3,115.5,166,1
236,2022-07-02 10:13:15,Trader 1,115.34,97,0
237,2022-07-02 10:13:23,Trader 3,113.9,92,1
238,2022-07-02 10:13:35,Trader 4,116.09,172,0
239,2022-07-02 10:13:56,Trader 4,116.51,195,0
240,2022-07-02 10:14:13,Trader 1,114.44,90,0
241,2022-07-02 10:14:27,Trader 2,110.46,48,1
242,2022-07-02 10:17:29,Trader 2,112.92,52,1
243,2022-07-02 10:17:49,Trader 1,115.0,93,0
244,2022-07-02 10:21:29,Trader 1,116.03,89,1
245,2022-07-02 10:22:43,Trader 1,116.08,89,0
246,2022-07-02 10:23:31,Trader 3,114.99,133,1
247,2022-07-02 10:25:51,Trader 1,114.36,96,0
248,2022-07-02 10:27:22,Trader 3,113.8,19,0
249,2022-07-02 10:32:42,Trader 4,116.07,175,0
250,2022-07-02 10:33:19,Trader 4,115.4,238,1
251,2022-07-02 10:33:28,Trader 1,113.79,136,1
252,2022-07-02 10:38:52,Trader 3,115.62,102,1
253,2022-07-02 10:39:20,Trader 3,115.0,171,0
254,2022-07-02 10:39:49,Trader 3,113.55,155,0
255,2022-07-02 10:40:23,Trader 1,116.34,113,0
256,2022-07-02 10:40:24,Trader 3,116.8,95,1
257,2022-07-02 10:40:51,Trader 4,115.08,196,0
258,2022-07-02 10:41:16,Trader 1,113.62,119,0
259,2022-07-02 10:47:48,Trader 3,113.32,103,1
260,2022-07-02 10:49:06,Trader 4,114.96,236,0
261,2022-07-02 10:52:45,Trader 2,113.61,48,1
262,2022-07-02 10:53:28,Trader 4,116.35,201,0
263,2022-07-02 10:56:43,Trader 3,114.62,194,1
264,2022-07-02 10:58:03,Trader 3,114.89,156,1
265,2022-07-02 11:05:00,Trader 2,112.23,64,1
266,2022-07-02 11:05:01,Trader 3,112.46,129,1
267,2022-07-02 11:06:10,Trader 3,116.6,90,1
268,2022-07-02 11:09:04,Trader 1,115.54,105,1
269,2022-07-02 11:09:05,Trader 4,115.38,220,0
270,2022-07-02 11:09:07,Trader 2,111.76,51,0
271,2022-07-02 11:10:32,Trader 1,114.9,112,0
272,2022-07-02 11:11:49,Trader 1,115.59,82,0
273,2022-07-02 11:12:54,Trader 3,114.8,134,0
274,2022-07-02 11:13:13,Trader 1,116.26,116,1
275,2022-07-02 11:13:21,Trader 2,112.26,54,1
276,2022-07-02 11:14:00,Trader 1,115.27,113,1
277,2022-07-02 11:14:04,Trader 1,113.99,95,0
278,2022-07-02 11:15:32,Trader 2,113.07,44,0
279,2022-07-02 11:15:47,Trader 2,111.85,69,1
280,2022-07-02 11:20:22,Trader 4,117.05,182,0
281,2022-07-02 11:22:03,Trader 3,114.86,115,1
282,2022-07-02 11:25:27,Trader 1,115.34,74,1
283,2022-07-02 11:25:32,Trader 1,114.28,130,0
284,2022-07-02 11:25:42,Trader 3,114.42,84,0
285,2022-07-02 11:27:20,Trader 2,112.48,55,1
286,2022-07-02 11:31:57,Trader 1,116.55,83,0
287,2022-07-02 11:32:24,Trader 1,115.06,103,0
288,2022-07-02 11:32:53,Trader 3,114.09,95,1
289,2022-07-02 11:34:21,Trader 4,117.96,188,0
290,2022-07-02 11:34:45,Trader 4,117.93,219,1
291,2022-07-02 11:35:01,Trader 3,114.06,142,1
292,2022-07-02 11:35:02,Trader 1,116.76,95,1
293,2022-07-02 11:39:41,Trader 4,116.38,206,1
294,2022-07-02 11:39:49,Trader 3,114.57,73,1
295,2022-07-02 11:39:59,Trader 4,116.3,179,0
296,2022-07-02 11:41:58,Trader 1,116.41,134,0
297,2022-07-02 11:43:42,Trader 4,115.74,213,0
298,2022-07-02 11:44:19,Trader 1,115.85,92,0
299,2022-07-02 11:47:30,Trader 3,115.92,100,0
300,2022-07-02 11:47:35,Trader 4,115.67,194,0
301,2022-07-02 11:48:50,Trader 1,114.76,82,1
302,2022-07-02 11:49:01,Trader 3,114.07,123,1
303,2022-07-02 11:54:23,Trader 4,116.37,232,0
304,2022-07-02 11:54:27,Trader 2,111.83,46,0
305,2022-07-02 11:54:49,Trader 4,114.68,173,0
306,2022-07-02 12:00:02,Trader 1,115.89,95,0
307,2022-07-02 12:02:12,Trader 3,114.33,102,1
308,2022-07-02 12:11:06,Trader 1,115.75,109,0
309,2022-07-02 12:11:41,Trader 4,116.85,214,0
310,2022-07-02 12:11:50,Trader 4,115.96,224,0
311,2022-07-02 12:11:59,Trader 4,116.98,164,0
312,2022-07-02 12:13:33,Trader 2,111.9,50,0
313,2022-07-02 12:13:35,Trader 4,116.6,224,0
314,2022-07-02 12:16:14,Trader 1,117.17,128,0
315,2022-07-02 12:26:34,Trader 1,115.17,140,0
316,2022-07-02 12:29:13,Trader 1,116.39,133,0
317,2022-07-02 12:29:58,Trader 1,114.73,122,0
318,2022-07-02 12:31:53,Trader 3,114.46,136,1
319,2022-07-02 12:32:34,Trader 3,114.48,109,1
320,2022-07-02 12:32:40,Trader 1,117.34,95,0
321,2022-07-02 12:33:42,Trader 1,116.44,136,0
322,2022-07-02 12:34:08,Trader 1,115.88,81,1
323,2022-07-02 12:38:20,Trader 4,116.96,190,0
324,2022-07-02 12:43:59,Trader 1,113.63,108,1
325,2022-07-02 12:48:56,Trader 2,111.2,68,1
326,2022-07-02 12:49:41,Trader 2,110.27,53,1
327,2022-07-02 12:51:25,Trader 3,116.54,108,1
328,2022-07-02 12:53:09,Trader 1,115.78,88,1
329,2022-07-02 12:54:59,Trader 1,115.02,133,0
330,2022-07-02 12:57:34,Trader 1,115.57,64,0
331,2022-07-02 12:58:23,Trader 3,114.06,125,1
332,2022-07-02 12:58:56,Trader 1,115.71,82,0
333,2022-07-02 12:59:16,Trader 2,112.16,82,0
334,2022-07-02 13:02:38,Trader 4,116.94,225,1
335,2022-07-02 13:03:05,Trader 2,110.08,62,1
336,2022-07-02 13:03:10,Trader 2,112.9,44,1
337,2022-07-02 13:03:25,Trader 1,117.07,91,0
338,2022-07-02 13:07:27,Trader 3,114.66,68,1
339,2022-07-02 13:11:33,Trader 1,115.65,104,0
340,2022-07-02 13:19:14,Trader 3,115.1,81,1
341,2022-07-02 13:21:02,Trader 2,113.3,48,0
342,2022-07-02 13:23:51,Trader 2,112.42,40,1
343,2022-07-02 13:25:43,Trader 4,117.65,155,0
344,2022-07-02 13:27:00,Trader 3,114.58,143,1
345,2022-07-02 13:30:43,Trader 4,114.95,169,0
346,2022-07-02 13:31:03,Trader 3,116.38,80,1
347,2022-07-02 13:32:38,Trader 4,114.53,211,1
348,2022-07-02 13:33:09,Trader 4,116.75,256,0
349,2022-07-02 13:37:22,Trader 4,115.42,227,0
350,2022-07-02 13:38:05,Trader 2,112.27,41,0
351,2022-07-02 13:40:43,Trader 2,112.57,54,1
352,2022-07-02 13:41:44,Trader 4,116.7,184,0
353,2022-07-02 13:43:32,Trader 4,117.37,194,0
354,2022-07-02 13:47:43,Trader 1,114.58,98,0
355,2022-07-02 13:48:22,Trader 2,112.21,49,1
356,2022-07-02 13:48:52,Trader 4,116.1,196,0
357,2022-07-02 13:51:09,Trader 3,114.3,118,0
358,2022-07-02 13:51:28,Trader 2,114.02,51,1
359,2022-07-02 13:54:24,Trader 1,116.32,106,0
360,2022-07-02 13:59:46,Trader 4,115.78,211,0
361,2022-07-02 14:03:07,Trader 1,115.42,74,1
362,2022-07-02 14:05:56,Trader 1,115.63,113,1
363,2022-07-02 14:11:46,Trader 2,112.74,48,0
364,2022-07-02 14:19:01,Trader 1,114.98,91,1
365,2022-07-02 14:20:11,Trader 4,116.35,209,0
366,2022-07-02 14:23:03,Trader 1,116.93,118,0
367,2022-07-02 14:26:46,Trader 4,116.2,239,0
368,2022-07-02 14:31:26,Trader 1,116.39,122,0
369,2022-07-02 14:35:17,Trader 3,114.31,127,0
370,2022-07-02 14:35:34,Trader 4,117.29,235,0
371,2022-07-02 14:36:35,Trader 2,113.18,55,1
372,2022-07-02 14:38:36,Trader 3,114.25,165,1
373,2022-07-02 14:40:14,Trader 1,116.27,77,0
374,2022-07-02 14:41:59,Trader 3,115.74,136,1
375,2022-07-02 14:42:18,Trader 2,112.02,56,0
376,2022-07-02 14:42:25,Trader 2,109.72,59,0
377,2022-07-02 14:48:11,Trader 1,114.91,91,0
378,2022-07-02 14:49:33,Trader 3,114.97,81,1
379,2022-07-02 14:52:36,Trader 3,116.63,192,0
380,2022-07-02 14:55:27,Trader 3,114.77,138,1
381,2022-07-02 14:57:00,Trader 3,115.62,45,1
382,2022-07-02 14:57:19,Trader 3,113.14,153,1
383,2022-07-02 15:03:45,Trader 1,116.58,93,0
384,2022-07-02 15:04:51,Trader 2,111.92,32,0
385,2022-07-02 15:06:57,Trader 4,115.13,201,0
386,2022-07-02 15:08:05,Trader 1,114.49,103,0
387,2022-07-02 15:11:20,Trader 3,115.97,88,1
388,2022-07-02 15:11:21,Trader 4,115.54,191,1
389,2022-07-02 15:13:02,Trader 1,116.94,93,0
390,2022-07-02 15:13:44,Trader 4,115.98,203,0
391,2022-07-02 15:15:15,Trader 4,116.42,193,1
392,2022-07-02 15:17:31,Trader 4,115.74,150,1
393,2022-07-02 15:20:33,Trader 4,116.82,206,0
394,2022-07-02 15:23:51,Trader 1,115.75,72,0
395,2022-07-02 15:24:03,Trader 3,114.89,116,1
396,2022-07-02 15:24:22,Trader 2,112.14,52,0
397,2022-07-02 15:24:47,Trader 2,111.82,51,1
398,2022-07-02 15:24:58,Trader 4,116.88,188,0
399,2022-07-02 15:29:06,Trader 1,114.5,102,0
400,2022-07-03 09:16:34,Trader 3,115.1,97,1
401,2022-07-03 09:16:49,Trader 4,114.9,139,0
402,2022-07-03 09:26:20,Trader 1,116.07,81,1
403,2022-07-03 09:32:04,Trader 3,115.74,125,1
404,2022-07-03 09:32:23,Trader 3,115.81,82,1
405,2022-07-03 09:33:20,Trader 3,115.39,127,0
406,2022-07-03 09:33:28,Trader 3,115.65,79,1
407,2022-07-03 09:36:50,Trader 3,114.38,131,1
408,2022-07-03 09:40:27,Trader 2,112.59,75,1
409,2022-07-03 09:42:51,Trader 4,116.16,205,0
410,2022-07-03 09:43:41,Trader 4,116.76,218,1
411,2022-07-03 09:46:53,Trader 3,115.59,86,1
412,2022-07-03 09:47:08,Trader 3,114.33,147,0
413,2022-07-03 09:47:39,Trader 2,111.86,52,0
414,2022-07-03 09:50:53,Trader 2,112.89,60,1
415,2022-07-03 09:54:48,Trader 4,117.22,178,0
416,2022-07-03 09:57:08,Trader 3,115.56,53,1
417,2022-07-03 09:58:17,Trader 2,111.35,33,1
418,2022-07-03 09:58:28,Trader 4,118.22,211,1
419,2022-07-03 09:59:18,Trader 2,113.44,56,1
420,2022-07-03 09:59:30,Trader 2,110.92,50,0
421,2022-07-03 09:59:37,Trader 1,115.45,102,1
422,2022-07-03 09:59:44,Trader 1,116.68,113,0
423,2022-07-03 10:00:07,Trader 3,115.41,143,1
424,2022-07-03 10:00:10,Trader 2,112.73,38,0
425,2022-07-03 10:00:12,Trader 2,112.55,61,1
426,2022-07-03 10:02:04,Trader 4,115.25,214,1
427,2022-07-03 10:02:13,Trader 2,112.66,46,0
428,2022-07-03 10:05:22,Trader 3,115.37,152,0
429,2022-07-03 10:07:19,Trader 4,116.86,197,1
430,2022-07-03 10:14:05,Trader 4,116.9,202,0
431,2022-07-03 10:17:25,Trader 4,116.65,208,0
432,2022-07-03 10:19:14,Trader 1,114.55,115,0
433,2022-07-03 10:21:32,Trader 4,114.32,185,0
434,2022-07-03 10:21:43,Trader 2,111.1,39,0
435,2022-07-03 10:23:55,Trader 4,116.34,190,0
436,2022-07-03 10:25:13,Trader 1,116.58,43,1
437,2022-07-03 10:25:15,Trader 1,116.71,91,0
438,2022-07-03 10:28:57,Trader 3,115.82,97,1
439,2022-07-03 10:29:29,Trader 4,116.29,224,0
440,2022-07-03 10:29:47,Trader 4,114.42,164,0
441,2022-07-03 10:36:21,Trader 3,114.71,163,1
442,2022-07-03 10:36:30,Trader 2,113.85,30,0
443,2022-07-03 10:40:09,Trader 3,112.98,145,1
444,2022-07-03 10:41:43,Trader 4,115.18,260,0
445,2022-07-03 10:44:18,Trader 4,115.48,164,0
446,2022-07-03 10:46:18,Trader 3,114.45,109,0
447,2022-07-03 10:46:35,Trader 2,113.87,40,0
448,2022-07-03 10:46:51,Trader 1,116.3,102,0
449,2022-07-03 10:47:47,Trader 3,114.69,134,1
450,2022-07-03 10:48:50,Trader 4,116.68,170,0
451,2022-07-03 10:48:52,Trader 1,118.09,121,0
452,2022-07-03 10:52:12,Trader 1,115.46,92,0
453,2022-07-03 10:52:17,Trader 3,115.19,109,1
454,2022-07-03 10:53:18,Trader 1,115.72,89,0
455,2022-07-03 10:53:40,Trader 3,111.95,91,1
456,2022-07-03 10:53:48,Trader 3,114.32,155,0
457,2022-07-03 10:57:09,Trader 3,114.55,125,1
458,2022-07-03 10:58:41,Trader 2,112.55,58,1
459,2022-07-03 11:02:04,Trader 3,114.79,19,0
460,2022-07-03 11:07:39,Trader 1,116.3,109,1
461,2022-07-03 11:07:40,Trader 1,115.2,121,0
462,2022-07-03 11:08:57,Trader 4,115.4,263,0
463,2022-07-03 11:09:10,Trader 2,112.42,47,1
464,2022-07-03 11:09:49,Trader 4,116.46,199,0
465,2022-07-03 11:09:50,Trader 4,116.1,254,0
466,2022-07-03 11:12:15,Trader 3,114.89,148,0
467,2022-07-03 11:15:55,Trader 3,114.33,89,0
468,2022-07-03 11:26:31,Trader 2,111.72,61,1
469,2022-07-03 11:28:33,Trader 4,117.39,143,0
470,2022-07-03 11:33:11,Trader 4,114.84,230,0
471,2022-07-03 11:33:46,Trader 2,111.95,34,1
472,2022-07-03 11:34:45,Trader 4,117.6,177,1
473,2022-07-03 11:36:23,Trader 1,115.2,60,0
474,2022-07-03 11:38:39,Trader 2,112.24,27,1
475,2022-07-03 11:40:13,Trader 2,113.27,48,0
476,2022-07-03 11:40:49,Trader 4,116.96,180,0
477,2022-07-03 11:44:53,Trader 3,115.18,90,1
478,2022-07-03 11:45:21,Trader 2,112.64,55,1
479,2022-07-03 11:46:37,Trader 2,113.47,65,0
480,2022-07-03 11:48:33,Trader 3,116.46,107,0
