avg_vol,avg_buy_vol,avg_value,perc_ret,avg_num_trades,anomaly,avg_num_orders
9089.3,5049.6,799834.83,6.57,14.0,0.0,21.0
10765.9,313.6,799533.06,19.88,18.0,0.0,28.0
9910.9,6551.3,800126.29,7.21,15.0,0.0,22.0
21897.5,18638.9,999743.57,19.89,12.0,1.0,22.0
8357.5,2120.6,799381.78,9.91,14.0,0.0,21.0
19942.9,14195.7,998527.61,12.89,9.0,1.0,17.0
9224.7,5833.3,799703.36,13.29,16.0,0.0,24.0
10614.0,6850.2,800014.59,10.95,16.0,0.0,24.0
8630.1,5872.9,799938.07,6.45,14.0,0.0,21.0
10102.5,5572.2,800649.73,17.86,12.0,0.0,21.0
9117.1,1048.9,800190.92,5.49,21.0,0.0,29.0
11509.6,4360.8,800036.78,10.62,15.0,0.0,23.0
11431.3,7406.2,800178.79,8.28,14.0,0.0,21.0
9347.2,5300.8,798976.0,6.83,12.0,0.0,18.0
9361.7,5255.7,798618.2,7.02,19.0,0.0,27.0
9591.3,1251.0,799270.47,11.43,10.0,0.0,17.0
11118.4,6087.4,799561.26,-4.11,18.0,0.0,24.0
10721.8,6080.3,799941.37,14.52,18.0,0.0,27.0
18631.6,5130.4,999471.7,13.65,9.0,1.0,17.0
9211.6,3628.8,799506.91,9.22,11.0,0.0,18.0
9950.5,4422.4,800834.88,2.03,14.0,0.0,20.0
9235.5,5556.0,800490.8,4.84,11.0,0.0,17.0
18830.4,3766.1,1000839.98,12.18,12.0,1.0,20.0
8756.0,6261.4,798244.76,20.9,16.0,0.0,26.0
9418.9,5878.0,799893.49,9.02,17.0,0.0,25.0
10551.1,6782.8,799311.15,10.28,17.0,0.0,25.0
20979.5,12089.9,998713.41,15.14,10.0,1.0,19.0
11122.9,7300.6,798268.2,12.57,19.0,0.0,28.0
9524.1,4431.0,801077.15,6.62,17.0,0.0,24.0
11063.0,5917.4,799457.0,7.04,18.0,0.0,26.0
8778.9,5253.2,801014.27,16.57,12.0,0.0,20.0
8490.4,1295.1,800203.98,11.63,12.0,0.0,19.0
10339.7,3877.4,798867.67,10.98,14.0,0.0,22.0
10424.2,4398.7,798248.87,-1.52,13.0,0.0,18.0
10690.5,3108.6,801646.05,4.68,17.0,0.0,24.0
9321.2,5708.3,801219.87,10.88,15.0,0.0,23.0
10253.0,5152.0,799912.55,5.47,11.0,0.0,17.0
8874.5,5538.2,798498.47,-1.32,16.0,0.0,21.0
22630.7,4380.1,999599.72,14.32,10.0,1.0,19.0
11145.8,5185.5,800452.68,4.36,15.0,0.0,22.0
8026.1,5494.2,800094.14,11.76,16.0,0.0,24.0
9385.9,4762.3,799493.81,5.7,14.0,0.0,21.0
10161.1,4287.6,796162.83,11.1,21.0,0.0,30.0
9032.5,5571.8,800367.33,14.35,12.0,0.0,20.0
9722.4,4102.5,800404.11,10.59,19.0,0.0,28.0
9789.5,5842.1,800695.94,4.68,15.0,0.0,22.0
19371.2,15249.7,1000567.59,14.43,10.0,1.0,18.0
8885.3,4397.8,799510.79,11.67,16.0,0.0,24.0
10135.4,5377.0,800217.01,10.77,11.0,0.0,18.0
12090.4,2718.0,799888.98,6.45,11.0,0.0,17.0
9679.2,6341.5,799168.53,22.38,15.0,0.0,25.0
9638.6,3499.4,798645.26,11.45,16.0,0.0,24.0
9952.5,1145.0,799248.35,13.53,17.0,0.0,26.0
10644.2,105.4,800411.29,23.44,17.0,0.0,28.0
9948.1,6718.2,799821.54,9.37,16.0,0.0,24.0
10437.0,6360.0,799543.35,12.53,12.0,0.0,20.0
8957.2,5240.5,799358.26,10.75,17.0,0.0,25.0
9331.7,5849.7,798994.44,13.03,12.0,0.0,20.0
10062.8,4073.0,800602.19,4.74,13.0,0.0,19.0
10673.2,7804.1,799035.51,10.97,8.0,0.0,14.0
8799.1,5634.0,799140.08,8.8,16.0,0.0,23.0
10349.3,2739.5,801793.6,14.53,13.0,0.0,21.0
19531.5,13718.6,1001597.8,15.21,11.0,1.0,20.0
10551.3,7069.0,798583.95,15.96,20.0,0.0,30.0
19877.4,14340.5,1001391.0,17.51,11.0,1.0,20.0
11465.7,7171.4,799818.05,15.09,15.0,0.0,24.0
9915.9,5148.6,799068.33,8.98,20.0,0.0,28.0
10889.9,3111.4,800973.85,11.19,18.0,0.0,27.0
11305.5,6095.6,799540.56,16.73,16.0,0.0,25.0
9829.5,2706.7,799186.86,6.96,14.0,0.0,21.0
8308.8,4133.5,799705.68,12.34,10.0,0.0,17.0
20079.6,8924.3,999462.23,13.03,8.0,1.0,16.0
22622.1,10839.8,1001890.14,15.63,13.0,1.0,23.0
9475.1,6185.1,800858.33,5.24,13.0,0.0,19.0
19988.1,7649.8,998858.37,14.79,13.0,1.0,22.0
20598.6,12015.8,1000261.05,19.37,9.0,1.0,18.0
9128.4,5644.3,802202.5,4.57,14.0,0.0,20.0
9459.3,4867.4,801285.13,-1.15,14.0,0.0,19.0
10872.2,1335.2,800213.68,-1.15,15.0,0.0,20.0
9039.6,4017.6,799389.22,5.55,12.0,0.0,18.0
20637.9,13758.6,1001060.84,14.79,11.0,1.0,20.0
11425.8,6061.6,798860.11,10.68,12.0,0.0,19.0
9586.2,5720.8,801845.75,9.8,14.0,0.0,21.0
10309.4,4451.8,799525.58,3.58,17.0,0.0,24.0
9304.0,2360.7,800794.94,15.84,18.0,0.0,27.0
19607.3,1109.8,999512.14,12.7,13.0,1.0,22.0
9481.7,3837.8,798786.84,10.97,7.0,0.0,13.0
20173.0,4655.3,999042.78,14.81,11.0,1.0,20.0
7638.8,5302.8,798342.13,9.34,13.0,0.0,20.0
10774.5,4821.7,799486.67,10.79,10.0,0.0,17.0
20327.4,14014.5,999423.77,11.7,7.0,1.0,14.0
10393.6,5372.5,800149.57,7.93,20.0,0.0,28.0
11846.5,1545.2,798164.31,14.69,15.0,0.0,24.0
8815.4,6144.1,801227.16,10.61,18.0,0.0,26.0
9324.3,5667.7,798741.37,4.43,13.0,0.0,19.0
9409.4,5353.6,799265.87,11.2,15.0,0.0,23.0
8818.4,5174.4,799558.32,9.48,21.0,0.0,30.0
9365.9,2270.5,801181.34,-5.85,15.0,0.0,19.0
11042.9,4268.1,803860.34,19.08,13.0,0.0,22.0
6826.5,1365.3,799525.06,6.69,10.0,0.0,16.0
10428.1,6537.0,801007.91,3.47,16.0,0.0,23.0
9561.6,5869.9,800272.24,8.42,15.0,0.0,22.0
9989.6,5627.3,801391.12,17.53,18.0,0.0,28.0
18651.0,12263.7,999945.9,14.94,11.0,1.0,20.0
10239.5,6837.7,800127.39,15.44,12.0,0.0,20.0
10026.8,3297.4,800884.93,11.59,16.0,0.0,24.0
9333.0,2153.8,800752.2,4.28,11.0,0.0,17.0
9392.4,4055.8,799442.92,12.8,14.0,0.0,22.0
8602.6,1551.3,800210.16,12.33,14.0,0.0,22.0
10664.4,7643.3,799170.88,10.08,17.0,0.0,25.0
10085.8,5092.8,800279.4,2.17,19.0,0.0,26.0
20950.0,16043.7,999771.51,14.5,10.0,1.0,19.0
19512.5,10602.7,999647.88,11.88,10.0,1.0,18.0
9873.6,6421.3,799875.68,6.38,13.0,0.0,19.0
18136.8,12607.3,999817.49,15.13,8.0,1.0,16.0
10877.4,6228.9,799673.71,9.1,16.0,0.0,24.0
10332.1,2260.1,801331.59,13.36,9.0,0.0,16.0
9360.6,3398.4,799140.39,10.87,14.0,0.0,22.0
10760.4,2730.3,799753.44,14.09,13.0,0.0,21.0
10015.2,5223.2,800223.63,14.45,12.0,0.0,20.0
9236.1,6903.8,800269.23,12.35,17.0,0.0,25.0
10202.0,5667.8,800616.01,4.59,14.0,0.0,20.0
9268.8,5324.6,799958.7,16.8,13.0,0.0,22.0
10630.3,6939.2,798567.52,10.63,15.0,0.0,23.0
10129.2,7167.4,801061.22,16.36,16.0,0.0,25.0
19059.7,14070.2,999304.12,13.58,6.0,1.0,13.0
9439.9,2648.6,799194.31,9.53,16.0,0.0,24.0
9383.5,1079.5,798684.69,8.08,13.0,0.0,20.0
9841.3,6085.1,800544.36,14.05,17.0,0.0,26.0
11735.5,7702.7,798880.7,7.26,17.0,0.0,25.0
10316.5,6831.2,798334.96,9.44,11.0,0.0,18.0
9943.8,5966.3,799444.16,16.08,12.0,0.0,20.0
9836.3,3449.1,799649.4,10.89,10.0,0.0,17.0
11434.6,8590.2,799965.46,8.3,15.0,0.0,22.0
20720.0,16125.8,1002129.86,12.98,12.0,1.0,21.0
8662.0,5512.2,802186.81,10.79,16.0,0.0,24.0
9854.0,4694.8,797656.49,9.48,21.0,0.0,30.0
10422.9,6383.0,801158.15,18.39,13.0,0.0,22.0
11400.6,1820.3,800794.68,19.48,11.0,0.0,20.0
9566.0,3905.6,799515.23,13.72,17.0,0.0,26.0
11128.6,6567.7,800206.12,9.72,15.0,0.0,23.0
9954.4,2116.3,800032.64,18.39,12.0,0.0,21.0
18723.3,12502.9,1001102.97,14.44,9.0,1.0,17.0
11902.9,2816.7,800222.71,7.39,15.0,0.0,22.0
9253.1,2243.2,799006.87,2.48,14.0,0.0,20.0
19915.4,11512.3,999688.38,17.82,9.0,1.0,18.0
9026.4,668.6,800535.74,9.74,14.0,0.0,21.0
18859.9,13692.8,998184.8,17.22,9.0,1.0,18.0
22685.9,3296.2,1000383.54,13.49,13.0,1.0,22.0
10572.7,6627.7,799655.45,3.55,14.0,0.0,20.0
11441.1,3210.1,801822.18,5.03,15.0,0.0,22.0
11302.9,3398.8,799864.91,16.12,17.0,0.0,26.0
9797.1,2202.4,799941.91,3.78,16.0,0.0,23.0
10330.2,4107.2,801811.26,4.41,15.0,0.0,22.0
20389.0,14709.6,1000709.57,17.97,12.0,1.0,22.0
11000.7,2270.0,799876.09,2.4,19.0,0.0,26.0
22047.7,15284.6,998929.48,18.9,7.0,1.0,16.0
20380.7,5171.2,1001956.75,9.53,8.0,1.0,15.0
11087.1,3744.6,799138.87,11.7,15.0,0.0,23.0
11156.9,8288.8,800991.98,3.95,19.0,0.0,26.0
19426.6,15051.2,998496.86,14.75,11.0,1.0,20.0
10180.0,2639.3,799465.59,8.41,22.0,0.0,31.0
9080.1,5216.2,800008.56,9.0,26.0,0.0,36.0
10710.7,3168.0,798914.18,10.04,8.0,0.0,14.0
9169.6,6432.4,800201.19,13.01,13.0,0.0,21.0
9385.0,5615.9,799952.66,6.19,11.0,0.0,17.0
19491.8,10254.0,999578.94,14.71,5.0,1.0,13.0
10557.0,690.6,799014.6,10.21,20.0,0.0,29.0
9466.2,6422.4,799073.72,4.77,14.0,0.0,20.0
19412.6,6556.6,998892.51,14.18,13.0,1.0,22.0
11211.1,5215.9,799310.95,12.6,12.0,0.0,20.0
21424.2,10549.0,999058.56,14.27,8.0,1.0,16.0
11982.0,4892.1,798431.07,4.03,14.0,0.0,20.0
9232.6,5494.7,799403.32,9.67,19.0,0.0,27.0
20931.0,9302.7,999189.28,14.64,10.0,1.0,19.0
10115.7,2566.7,799432.71,11.66,13.0,0.0,21.0
11276.1,7084.2,799779.99,16.81,20.0,0.0,30.0
9897.3,4898.7,798733.07,6.91,18.0,0.0,26.0
8668.5,567.1,798450.49,14.47,11.0,0.0,19.0
7865.9,4475.4,799858.32,-0.29,13.0,0.0,18.0
7639.6,4001.7,798775.0,15.43,13.0,0.0,21.0
10993.6,5758.6,799066.65,9.5,13.0,0.0,20.0
9591.2,5785.2,800367.51,0.24,11.0,0.0,16.0
20180.8,14666.9,999261.91,13.61,11.0,1.0,20.0
9451.2,3956.3,799481.48,12.57,13.0,0.0,21.0
9086.5,2732.3,798403.35,4.22,14.0,0.0,20.0
21292.3,12034.8,1000322.99,13.26,11.0,1.0,20.0
10915.1,714.1,799665.76,12.73,17.0,0.0,26.0
9283.6,5740.2,800498.72,9.8,12.0,0.0,19.0
20061.0,13283.6,998546.04,13.15,12.0,1.0,21.0
11509.6,3046.7,800762.23,9.07,13.0,0.0,20.0
20879.5,12817.9,999584.13,12.9,9.0,1.0,17.0
9068.0,5539.6,799368.87,11.91,19.0,0.0,28.0
11474.9,6939.4,798955.6,0.74,17.0,0.0,23.0
9613.4,5607.8,799010.26,1.24,18.0,0.0,24.0
18184.2,2092.0,1001343.31,16.7,10.0,1.0,19.0
10840.3,6996.2,799287.55,10.0,7.0,0.0,13.0
9508.1,5735.0,800161.42,2.09,19.0,0.0,26.0
11544.9,6568.6,801227.63,12.37,16.0,0.0,24.0
19673.0,16191.1,999590.45,18.14,9.0,1.0,18.0
9476.3,2456.8,798390.29,6.73,11.0,0.0,17.0
11577.0,4961.6,799930.07,10.23,13.0,0.0,20.0
11242.0,7241.3,799897.39,16.71,13.0,0.0,22.0
9081.3,6410.3,798095.71,1.48,16.0,0.0,22.0
11744.0,5033.1,799764.7,13.11,18.0,0.0,27.0
12221.9,3365.5,798680.24,8.33,11.0,0.0,18.0
19828.5,10732.9,999527.76,15.52,11.0,1.0,20.0
9717.1,2184.5,798794.88,10.8,16.0,0.0,24.0
10576.0,1977.6,801403.48,8.54,12.0,0.0,19.0
11436.3,847.1,800093.57,10.76,17.0,0.0,25.0
11113.1,3849.6,798720.83,15.89,14.0,0.0,23.0
19525.8,4389.5,999112.65,14.43,8.0,1.0,16.0
20795.4,16594.3,999259.75,12.73,11.0,1.0,19.0
10643.5,3687.0,800020.95,21.2,12.0,0.0,21.0
10284.6,6786.4,799723.33,13.27,15.0,0.0,23.0
9684.8,7432.5,798203.07,9.32,14.0,0.0,21.0
8845.6,5016.3,800682.39,18.73,15.0,0.0,24.0
20608.7,11801.6,1000868.36,15.38,10.0,1.0,19.0
10319.6,1997.3,800607.21,7.9,15.0,0.0,22.0
19297.8,11578.7,999495.43,14.31,7.0,1.0,15.0
11399.4,7495.5,799231.15,16.89,13.0,0.0,22.0
8759.3,3865.8,800375.7,0.28,13.0,0.0,18.0
20153.5,14476.5,1000619.69,13.09,10.0,1.0,18.0
8572.2,4060.5,798585.35,9.8,19.0,0.0,27.0
10836.5,3934.3,799292.59,16.83,16.0,0.0,25.0
20083.5,10190.2,999400.73,14.54,10.0,1.0,19.0
19494.2,11198.8,999497.31,10.54,5.0,1.0,12.0
9529.3,4764.6,799767.84,9.88,13.0,0.0,20.0
10471.5,305.0,799347.11,5.62,11.0,0.0,17.0
10235.1,4848.2,799416.37,23.81,14.0,0.0,24.0
18910.8,14183.1,1000299.74,16.55,11.0,1.0,20.0
9906.1,4852.0,799913.55,12.58,10.0,0.0,17.0
9471.0,2349.9,799737.04,11.13,14.0,0.0,22.0
10891.8,5473.0,800960.3,3.19,17.0,0.0,24.0
10310.7,763.8,799500.45,12.11,15.0,0.0,23.0
9672.1,6180.4,800089.67,4.86,14.0,0.0,20.0
12435.2,9287.0,801017.81,23.22,16.0,0.0,27.0
10946.2,5303.8,799231.64,7.0,20.0,0.0,28.0
19681.6,8171.9,999916.1,16.08,8.0,1.0,16.0
10277.2,6231.1,799474.47,14.39,14.0,0.0,22.0
10371.7,7099.9,799455.54,6.74,14.0,0.0,21.0
7689.6,3863.9,798552.87,7.39,15.0,0.0,22.0
10453.8,4741.3,800788.12,14.08,16.0,0.0,25.0
21369.8,14691.7,998681.67,12.15,13.0,1.0,22.0
18612.4,2839.2,997829.39,12.64,6.0,1.0,13.0
10266.2,4297.5,800296.05,13.17,14.0,0.0,22.0
10175.1,753.7,798904.26,4.1,15.0,0.0,21.0
18595.2,5945.4,1001607.34,16.17,11.0,1.0,20.0
21792.2,7911.8,998428.11,15.07,8.0,1.0,16.0
10872.1,5645.1,801212.33,9.7,13.0,0.0,20.0
9346.8,3237.8,800453.32,3.36,21.0,0.0,28.0
8687.5,3485.4,800779.1,0.09,17.0,0.0,23.0
19791.9,15344.3,1000730.13,11.08,11.0,1.0,19.0
11521.7,8873.0,799531.92,2.41,23.0,0.0,31.0
20399.7,1154.7,1000596.73,13.13,13.0,1.0,22.0
11042.7,6695.2,800419.11,3.9,12.0,0.0,18.0
11846.5,4395.9,800753.53,17.02,11.0,0.0,19.0
19907.3,15852.9,999209.19,14.61,8.0,1.0,16.0
20361.5,7053.3,999904.77,14.18,6.0,1.0,14.0
10320.9,2257.7,800322.63,11.7,16.0,0.0,24.0
11423.5,5411.1,799318.19,11.11,16.0,0.0,24.0
8748.5,1458.1,799927.73,6.81,20.0,0.0,28.0
9880.3,5546.8,798830.5,12.44,15.0,0.0,23.0
10184.5,576.5,799494.13,18.54,17.0,0.0,27.0
9398.1,7271.8,799639.51,11.45,18.0,0.0,26.0
10600.7,6273.9,800097.03,10.87,19.0,0.0,28.0
10824.9,708.2,801575.11,11.59,10.0,0.0,17.0
12013.1,1566.9,800360.03,15.45,16.0,0.0,25.0
8111.7,4745.8,800960.6,4.43,15.0,0.0,21.0
8374.9,5629.0,798873.98,10.84,12.0,0.0,19.0
9898.6,6376.0,799516.73,6.1,16.0,0.0,23.0
10024.3,292.0,800489.2,7.86,13.0,0.0,20.0
9434.9,6214.8,798583.5,2.47,15.0,0.0,21.0
9843.3,6605.4,800156.71,8.7,16.0,0.0,24.0
8704.1,4919.7,800491.67,2.67,10.0,0.0,15.0
11712.2,5885.2,799984.33,11.27,16.0,0.0,24.0
9512.4,6040.7,799952.88,9.02,16.0,0.0,24.0
9203.4,1840.7,801262.22,16.53,16.0,0.0,25.0
11144.9,7328.2,799334.53,8.02,18.0,0.0,26.0
9448.3,2180.4,799914.6,8.68,7.0,0.0,13.0
20207.2,200.1,998592.67,16.26,10.0,1.0,19.0
10756.4,6742.8,800769.14,9.99,13.0,0.0,20.0
19770.5,14072.9,1000680.1,16.55,6.0,1.0,14.0
11047.0,4977.2,799408.15,2.66,14.0,0.0,20.0
11170.0,4055.4,799589.11,5.74,12.0,0.0,18.0
11290.9,6135.2,800988.69,7.35,18.0,0.0,26.0
19875.6,12318.3,1001448.19,10.73,9.0,1.0,17.0
11238.2,7181.1,800629.86,13.3,17.0,0.0,26.0
11088.9,3980.6,800475.16,7.36,13.0,0.0,20.0
10728.0,2346.8,800647.68,17.81,10.0,0.0,18.0
11202.5,7517.5,799747.3,-0.53,17.0,0.0,23.0
9088.5,1320.6,799505.38,15.68,15.0,0.0,24.0
9633.2,188.9,799997.92,14.24,15.0,0.0,23.0
11228.6,6282.1,799698.36,7.48,15.0,0.0,22.0
19821.5,14790.7,998939.9,12.1,11.0,1.0,19.0
11483.4,7425.7,800329.41,3.95,14.0,0.0,20.0
19919.3,11983.3,998981.02,15.0,11.0,1.0,20.0
11649.8,7335.1,800147.53,-1.66,17.0,0.0,23.0
11279.3,2183.1,799764.81,19.45,17.0,0.0,27.0
10978.9,7113.1,798980.64,1.01,16.0,0.0,22.0
10861.2,5537.1,801011.39,10.83,18.0,0.0,26.0
20248.1,6749.4,1000355.86,15.95,6.0,1.0,14.0
9512.4,4961.0,798882.61,3.79,10.0,0.0,15.0
10613.3,7416.5,800420.25,10.49,19.0,0.0,28.0
11307.3,7408.2,801954.44,-0.85,18.0,0.0,24.0
10854.3,7260.2,797978.7,13.4,22.0,0.0,32.0
9509.7,4731.0,800075.86,15.02,13.0,0.0,21.0
10327.5,7624.0,798651.33,14.07,13.0,0.0,21.0
8269.1,5347.2,800365.84,13.25,12.0,0.0,20.0
10850.3,1075.3,801537.67,12.92,21.0,0.0,30.0
7479.1,2356.4,798817.69,12.78,16.0,0.0,24.0
8304.2,2577.2,801213.93,6.41,12.0,0.0,18.0
8915.8,5185.3,799215.94,6.5,14.0,0.0,21.0
10528.8,6432.0,799985.17,6.55,15.0,0.0,22.0
22015.3,7038.9,1000548.69,15.86,5.0,1.0,13.0
19234.7,10871.8,999184.67,15.56,12.0,1.0,21.0
8243.5,4202.6,799290.89,11.19,13.0,0.0,20.0
9954.3,6065.9,801288.21,3.33,12.0,0.0,18.0
20261.6,9763.4,1001564.95,15.53,12.0,1.0,21.0
9731.1,5097.2,801168.77,14.99,20.0,0.0,30.0
10527.2,4743.0,799520.07,12.12,14.0,0.0,22.0
11826.3,8164.9,798871.69,10.19,18.0,0.0,26.0
10359.4,4193.1,801027.11,14.36,20.0,0.0,30.0
20410.9,12879.2,999995.56,14.23,10.0,1.0,19.0
11133.4,8148.6,799326.55,6.92,10.0,0.0,16.0
20959.9,15847.7,1000211.95,16.7,15.0,1.0,25.0
11004.2,5272.8,800036.62,6.29,15.0,0.0,22.0
18801.0,9974.2,1001160.91,15.74,12.0,1.0,21.0
10835.2,2303.5,799859.42,12.73,26.0,0.0,36.0
20243.3,16357.8,999541.17,11.88,10.0,1.0,18.0
10014.6,4715.9,801964.16,14.5,13.0,0.0,21.0
10491.1,5323.1,801754.21,11.64,15.0,0.0,23.0
10726.9,7405.9,797517.67,14.94,14.0,0.0,22.0
10754.9,7307.8,800657.74,8.66,14.0,0.0,21.0
9774.5,7154.0,801048.85,-0.54,16.0,0.0,22.0
9226.6,6201.5,799779.25,10.46,15.0,0.0,23.0
20514.6,5861.3,999009.43,13.72,12.0,1.0,21.0
10916.6,7724.6,799955.05,8.02,18.0,0.0,26.0
18824.1,6757.4,999151.94,12.86,8.0,1.0,16.0
10631.1,3543.7,800574.68,10.94,13.0,0.0,20.0
10901.7,4707.6,800145.15,9.67,13.0,0.0,20.0
21161.2,8786.2,1001085.1,18.43,12.0,1.0,22.0
10813.1,4259.7,799375.33,12.59,16.0,0.0,24.0
9317.0,2662.0,799128.89,12.87,17.0,0.0,26.0
10089.7,4888.8,800011.58,6.89,16.0,0.0,23.0
9365.1,4410.0,800076.41,17.01,11.0,0.0,19.0
11758.0,6532.2,800582.34,20.15,16.0,0.0,26.0
10014.7,5734.9,800299.23,7.77,15.0,0.0,22.0
8593.2,6331.8,800183.36,16.38,14.0,0.0,23.0
10227.7,5838.1,799522.17,9.91,15.0,0.0,23.0
8686.5,5111.8,800259.85,12.94,11.0,0.0,18.0
20663.6,16385.4,1000010.72,16.68,11.0,1.0,20.0
9683.8,6367.4,799425.62,11.59,17.0,0.0,25.0
11408.4,7020.6,799257.81,14.76,9.0,0.0,17.0
9763.9,4486.1,799087.61,14.47,12.0,0.0,20.0
20715.8,7087.0,999837.19,14.91,7.0,1.0,15.0
8117.5,5473.4,800805.62,5.81,16.0,0.0,23.0
9484.0,1308.1,800671.05,12.43,15.0,0.0,23.0
8227.4,5180.2,800579.2,11.66,13.0,0.0,20.0
9708.7,4344.8,799672.72,4.2,17.0,0.0,24.0
10492.8,4727.5,799429.05,11.09,15.0,0.0,23.0
19281.1,10476.9,999678.98,15.69,13.0,1.0,22.0
11032.4,7379.3,801168.88,9.58,12.0,0.0,19.0
9303.5,4580.9,799580.26,14.44,16.0,0.0,25.0
20880.5,8740.7,999538.54,14.51,13.0,1.0,22.0
10910.1,6777.5,800077.86,6.44,13.0,0.0,20.0
11590.0,6148.7,800838.94,6.05,20.0,0.0,28.0
11460.9,7136.0,800572.45,15.54,14.0,0.0,23.0
11238.4,5415.4,800299.01,13.7,18.0,0.0,27.0
12282.4,7033.5,799018.37,8.09,16.0,0.0,24.0
